route_ref,highway_type,lanes,maxspeed_kmh,length_km,midpoint_lat,midpoint_lon
65,trunk,2,,1.563,31.53882,35.55983
65,trunk,2,,0.83,31.51501,35.55889
65,trunk,3,,1.692,31.5014,35.56296
65,trunk,3,,0.612,31.57812,35.55531
65,trunk,2,,0.267,31.55299,35.5553
65,trunk,2,,0.329,31.58211,35.5561
65,trunk,2,80.0,0.064,31.59762,35.56045
65,trunk,2,80.0,0.764,31.59549,35.55951
65,trunk,2,100.0,0.315,31.60447,35.56242
65,trunk,1,,0.051,31.69249,35.58095
65,trunk,3,80.0,0.139,31.72378,35.59129
65,trunk,2,80.0,0.375,31.72184,35.59094
65,trunk,3,80.0,0.088,31.72292,35.59129
65,trunk,3,,0.114,31.7104,35.5871
65,trunk,2,,0.492,31.70899,35.58658
65,trunk,3,,0.155,31.7102,35.5872
65,trunk,2,,0.343,31.70648,35.58587
65,trunk,3,,0.108,31.6929,35.58119
65,trunk,1,,0.171,31.69131,35.58031
65,trunk,2,80.0,0.035,31.72229,35.59118
65,trunk,2,80.0,0.257,31.72182,35.59108
65,trunk,1,,0.173,31.6915,35.58053
65,trunk,2,,0.304,31.06271,35.5034
65,trunk,2,50.0,0.231,31.09004,35.51688
65,trunk,2,50.0,0.351,31.09258,35.51964
65,trunk,3,50.0,0.138,31.09163,35.51867
65,trunk,2,50.0,0.356,31.09322,35.51998
65,trunk,3,50.0,0.124,31.09052,35.5176
65,trunk,2,50.0,0.106,31.08951,35.51643
65,trunk,4,50.0,0.036,31.09723,35.52255
65,trunk,2,50.0,0.104,31.09469,35.52091
65,trunk,2,50.0,0.218,31.09641,35.52199
65,trunk,3,50.0,0.102,31.09545,35.52154
65,trunk,2,50.0,0.065,31.09465,35.52103
65,trunk,2,50.0,0.082,31.09413,35.52071
65,trunk,2,50.0,0.22,31.09635,35.52205
65,trunk,2,,0.077,30.94121,35.45493
65,trunk,2,,0.087,30.91555,35.45781
65,trunk,2,,0.118,30.91648,35.45824
65,trunk,2,,0.02,31.42514,35.56417
65,trunk,2,,2.917,31.41102,35.56277
65,trunk,2,,0.008,31.65262,35.57466
65,trunk,2,,0.061,31.65269,35.57465
65,trunk,2,50.0,0.038,31.09076,35.51774
65,trunk,2,50.0,0.04,31.09095,35.51809
65,trunk,,,0.181,31.91788,35.6004
65,trunk,,,0.011,30.83026,35.37721
65,trunk,,,0.031,30.84194,35.40084
65,trunk,,,0.179,31.9182,35.59992
65,trunk,,,0.015,30.69545,35.3027
65,trunk,,,0.598,32.25124,35.6078
65,trunk,,,4.435,32.23726,35.61609
65,trunk,,,0.018,32.2126,35.62078
65,trunk,,,1.442,32.20405,35.62108
65,trunk,,,0.02,32.19944,35.62123
65,trunk,,,0.015,32.19215,35.62213
65,trunk,,,0.808,32.19707,35.62195
65,trunk,2,,0.02,30.99856,35.46033
65,trunk,,,0.879,32.29041,35.59337
65,trunk,,,0.789,32.29659,35.5885
65,trunk,,,0.02,32.28577,35.59372
65,trunk,,,0.021,32.25533,35.60576
65,trunk,,,3.563,32.27446,35.59866
65,trunk,2,100.0,0.036,29.95915,35.13145
65,trunk,,,0.021,32.52115,35.60224
65,trunk,,,1.651,32.52511,35.60203
65,trunk,,,2.652,32.5098,35.60295
65,trunk,,,0.088,32.48892,35.59962
65,trunk,,,0.071,32.29298,35.59174
65,trunk,,,2.852,32.56521,35.60599
65,trunk,,,0.019,32.5534,35.60454
65,trunk,,,0.027,32.53612,35.6013
65,trunk,,,1.945,32.54285,35.60387
65,trunk,2,100.0,0.16,29.77671,35.0581
65,trunk,2,100.0,0.16,29.77678,35.05804
65,trunk,2,100.0,0.019,29.72929,35.03555
65,trunk,,,0.013,32.57912,35.60509
65,trunk,1,,0.185,31.46964,35.57334
65,trunk,2,,0.174,31.46785,35.57268
65,trunk,1,,0.183,31.46949,35.57335
65,trunk,,,0.468,31.89822,35.62169
65,trunk,,,0.466,31.89751,35.62217
65,trunk,,,0.074,31.9004,35.6206
65,trunk,,,0.074,31.89997,35.62072
65,trunk,,,0.94,31.95103,35.58007
65,trunk,,,0.712,31.94401,35.58047
65,trunk,,,0.175,32.06804,35.58958
65,trunk,,,0.176,32.06798,35.58948
65,trunk,,,2.609,32.08243,35.59346
65,trunk,,,0.022,30.28798,35.24758
65,trunk,2,100.0,0.019,30.3427,35.23812
65,trunk,,,0.308,32.36284,35.58084
65,trunk,,,0.025,32.36185,35.58065
65,trunk,,,0.154,32.60807,35.61118
65,trunk,,90.0,3.193,32.47021,35.00976
65,trunk,2,90.0,0.926,32.46205,34.99122
65,trunk,,90.0,0.011,32.46505,34.99404
65,trunk,2,80.0,0.152,32.69613,35.41463
65,trunk,2,50.0,0.298,32.69441,35.41695
65,trunk,2,90.0,0.327,32.6448,35.35381
65,trunk,3,90.0,0.157,32.64451,35.35321
65,trunk,,,0.003,32.18872,35.62176
65,trunk,,,0.36,32.19149,35.62197
65,trunk,,,0.003,32.18874,35.62185
65,trunk,,,0.365,32.19096,35.622
65,trunk,,90.0,0.07,32.67886,35.41297
65,trunk,,90.0,0.022,32.67875,35.41283
65,trunk,2,,0.228,31.3302,35.54542
65,trunk,2,,0.096,31.33103,35.54613
65,trunk,,,0.022,32.47281,34.89859
65,trunk,,,0.014,32.47113,34.90109
65,trunk,,,0.087,32.62318,35.28953
65,trunk,,,0.083,32.62308,35.28965
65,trunk,2,90.0,0.035,32.84558,35.43349
65,trunk,2,90.0,0.082,32.84533,35.43347
65,trunk,2,90.0,0.036,32.84591,35.43364
65,trunk,2,90.0,0.183,32.8451,35.43358
65,trunk,2,90.0,0.175,32.77433,35.40719
65,trunk,2,90.0,0.056,32.77383,35.40719
65,trunk,,,0.066,31.85152,35.65292
65,trunk,,,1.833,31.85591,35.63902
65,trunk,,,1.835,31.85531,35.64067
65,trunk,,,0.282,31.85785,35.63356
65,trunk,,,4.513,31.87837,35.62192
65,trunk,,,0.072,31.89601,35.62341
65,trunk,,,0.053,32.76037,35.41129
65,trunk,,,0.428,32.76205,35.41042
65,trunk,,,0.042,32.76017,35.41148
65,trunk,,,0.665,32.75884,35.41165
65,trunk,,,0.11,32.75323,35.41086
65,trunk,,,0.111,32.75317,35.41102
65,trunk,,,0.042,32.7598,35.41143
65,trunk,,,0.048,32.76084,35.41131
65,trunk,,,0.026,32.76024,35.41127
65,trunk,,,0.333,32.75106,35.41059
65,trunk,2,90.0,0.096,32.77301,35.40722
65,trunk,2,90.0,0.331,32.89043,35.48
65,trunk,2,80.0,0.041,32.90894,35.4733
65,trunk,2,80.0,0.021,32.90898,35.47303
65,trunk,2,80.0,0.016,32.90881,35.47297
65,trunk,2,90.0,0.321,32.90456,35.47374
65,trunk,2,90.0,0.503,32.77734,35.40703
65,trunk,1,,0.14,32.90476,35.47385
65,trunk,,,0.007,32.47313,34.89869
65,trunk,2,90.0,0.04,32.46511,34.91263
65,trunk,2,90.0,0.081,32.4653,34.91303
65,trunk,2,90.0,0.103,32.47119,34.90142
65,trunk,1,90.0,0.083,32.65075,35.37357
65,trunk,,,0.037,32.76032,35.41156
65,trunk,,,0.015,32.76041,35.41135
65,trunk,,,0.011,32.76016,35.41144
65,trunk,2,90.0,0.2,32.47109,34.90132
65,trunk,2,90.0,1.612,32.45235,34.97243
65,trunk,2,90.0,0.646,32.46308,34.9921
65,trunk,2,90.0,0.317,32.7774,35.40717
65,trunk,2,90.0,0.047,32.77241,35.40726
65,trunk,2,90.0,0.587,32.82728,35.40816
650,primary,,,0.104,32.47105,34.97552
650,primary,,,0.094,32.46589,34.96797
650,primary,1,,0.069,32.46859,34.97109
651,primary,,50.0,0.098,32.48648,34.90251
651,primary,2,,0.498,32.47953,34.95038
651,primary,,50.0,0.292,32.48616,34.90343
651,primary,,80.0,0.048,32.486,34.90996
651,primary,,50.0,0.075,32.4862,34.90544
651,primary,,50.0,0.072,32.48607,34.9096
651,primary,,50.0,0.187,32.48614,34.90747
651,primary,,50.0,0.188,32.48621,34.90587
651,primary,,50.0,0.17,32.48612,34.90869
651,primary,,50.0,0.286,32.48625,34.90331
651,primary,,50.0,0.078,32.48611,34.90762
651,primary,,70.0,0.703,32.48141,34.91692
651,primary,2,,0.015,32.48036,34.92001
651,primary,,50.0,0.17,32.48619,34.9087
651,primary,,50.0,0.42,32.48493,34.91188
651,primary,,70.0,0.697,32.4817,34.91666
651,primary,,,0.094,32.48379,34.91365
651,primary,,50.0,0.371,32.48512,34.91169
651,primary,2,,0.079,32.47916,34.95354
651,primary,2,,0.079,32.479,34.95386
651,primary,3,,0.209,32.48024,34.92105
651,primary,2,,0.108,32.48016,34.9207
651,primary,3,,0.015,32.48052,34.9199
651,primary,2,,0.007,32.47886,34.94316
651,primary,2,,0.473,32.47886,34.94496
651,primary,2,,0.263,32.47913,34.94231
651,primary,2,,0.013,32.47935,34.94791
651,primary,2,,0.481,32.47942,34.95003
651,primary,2,,0.451,32.47895,34.94449
651,primary,2,,0.619,32.48006,34.92235
651,primary,2,,0.934,32.48079,34.93296
651,primary,2,,0.066,32.47966,34.93817
651,primary,2,,0.208,32.47939,34.93983
651,primary,2,,1.725,32.48093,34.93311
651,primary,2,,0.261,32.47891,34.94273
652,primary,1,,0.092,32.47235,34.97836
652,primary,2,80.0,1.111,32.53753,34.94989
652,primary,,,0.145,32.51143,34.95183
652,primary,,,0.144,32.51149,34.95173
652,primary,2,50.0,0.271,32.56151,34.95828
652,primary,,,0.1,32.56037,34.95795
652,primary,,,0.079,32.46813,34.98097
652,primary,,,0.36,32.5114,34.95519
652,primary,2,80.0,0.64,32.54512,34.95564
652,primary,,,0.105,32.5422,34.95334
652,primary,1,,0.073,32.48708,34.96993
652,primary,2,80.0,2.398,32.49902,34.96373
652,primary,1,,0.031,32.48723,34.96965
652,primary,1,,0.026,32.48729,34.96965
652,primary,2,80.0,0.301,32.53199,34.94633
652,primary,2,,0.051,32.53109,34.94579
652,primary,2,80.0,0.18,32.55272,34.95711
652,primary,2,50.0,0.28,32.55932,34.95788
652,primary,2,80.0,0.478,32.54896,34.95794
652,primary,1,,0.047,32.56005,34.95805
652,primary,,50.0,0.047,32.5597,34.95791
652,primary,,50.0,0.057,32.56059,34.95814
652,primary,1,50.0,0.058,32.56056,34.95804
652,primary,1,,0.116,32.46045,34.98529
652,primary,2,80.0,0.411,32.50945,34.95816
652,primary,,80.0,0.02,32.50732,34.95928
652,primary,,,0.123,32.55625,34.95722
652,primary,,80.0,0.18,32.5546,34.9571
652,primary,,,0.116,32.55456,34.95703
652,primary,,,0.062,32.5778,34.96344
652,primary,1,50.0,0.072,32.55658,34.95734
652,primary,1,50.0,0.073,32.55683,34.95752
652,primary,,80.0,0.179,32.55621,34.95745
652,primary,2,80.0,0.142,32.55395,34.95708
652,primary,,80.0,0.141,32.55414,34.95722
652,primary,,,0.025,32.51144,34.95324
652,primary,,,0.082,32.52702,34.94556
652,primary,1,,0.081,32.52317,34.94463
652,primary,,,0.116,32.51887,34.94902
652,primary,1,,0.079,32.51693,34.94946
652,primary,,,0.079,32.51143,34.95287
652,primary,1,,0.079,32.51158,34.95117
652,primary,,,0.025,32.51147,34.95324
652,primary,,,0.087,32.47029,34.97959
653,primary,,,0.026,32.51863,35.00128
653,primary,,,0.049,32.51818,35.00087
653,primary,,,0.125,32.52475,35.02745
653,primary,,,0.227,32.52496,35.02898
653,primary,,,0.071,32.52443,35.02617
653,primary,,,0.026,32.51866,35.00123
653,primary,1,,0.045,32.51826,35.00083
653,primary,1,,0.109,32.5185,35.00095
653,primary,2,,4.177,32.5173,34.99246
653,primary,,,2.447,32.52294,35.00806
654,primary,,,1.892,32.52539,34.98573
654,primary,,,0.521,32.55004,34.95939
654,primary,,,0.408,32.54569,34.96521
654,primary,,,0.291,32.54657,34.96265
654,primary,,,0.011,32.55144,34.95742
65;40,trunk,2,,0.886,31.80719,35.59183
65;40,trunk,2,,0.102,31.80695,35.5914
65;40,trunk,2,,0.533,31.80845,35.59864
65;40,trunk,2,90.0,1.176,31.81327,35.62068
65;40,trunk,2,,1.612,31.81718,35.66893
65;40,trunk,2,80.0,1.724,31.81639,35.66746
65;40,trunk,2,,1.048,31.81344,35.62082
65;40,trunk,3,,0.116,31.80905,35.60141
65;40,trunk,2,,0.488,31.80968,35.60414
65;40,trunk,3,,0.125,31.80894,35.60146
65;40,trunk,2,,0.596,31.80948,35.60379
65;40,trunk,3,,0.16,31.80735,35.59201
65;40,trunk,4,,0.137,31.80779,35.59437
65;40,trunk,3,,0.077,31.80796,35.59548
65;40,trunk,3,,0.125,31.81253,35.61679
65;40,trunk,2,,0.897,31.81145,35.61198
65;40,trunk,3,,0.115,31.81228,35.61624
65;40,trunk,2,,0.788,31.8113,35.61193
65;40,trunk,2,,0.088,31.8161,35.64379
65;40,trunk,2,,0.183,31.81612,35.64237
65;40,trunk,2,,0.064,31.81597,35.64875
65;40,trunk,3,,0.007,31.81597,35.64842
65;40,trunk,2,,0.279,31.81604,35.64604
65;40,trunk,3,,0.148,31.81616,35.64057
65;40,trunk,2,,0.737,31.81623,35.63547
65;40,trunk,3,,0.108,31.81601,35.63236
65;40,trunk,2,,0.311,31.81567,35.63075
65;40,trunk,3,,0.114,31.81571,35.63148
65;40,trunk,2,,0.194,31.81557,35.63085
65;40,trunk,3,,0.081,31.81613,35.64854
65;40,trunk,2,,1.434,31.81631,35.64007
65;40,trunk,3,,0.108,31.81598,35.64792
65;40,trunk,3,,0.094,31.81588,35.65258
65;40,trunk,2,,0.273,31.81594,35.65009
65;40,trunk,3,,0.086,31.81588,35.66065
65;40,trunk,2,,1.039,31.81604,35.65298
65;40,trunk,3,,0.089,31.81572,35.65974
65;40,trunk,2,,0.588,31.81579,35.65676
66,primary,2,,1.481,32.56346,35.19745
66,primary,1,,0.209,32.57153,35.19272
66,primary,2,,0.208,32.5725,35.19221
66,primary,1,,0.147,32.57012,35.19385
66,primary,1,,0.114,32.57078,35.19329
66,primary,1,,0.005,32.57035,35.1937
66,primary,1,,0.15,32.56954,35.19415
66,primary,1,,0.111,32.57085,35.19335
66,primary,1,,0.097,32.55064,35.2024
66,primary,2,,1.288,32.54623,35.20593
66,primary,1,,0.094,32.55024,35.20243
66,primary,1,,0.095,32.55027,35.20248
66,primary,1,,0.087,32.55644,35.2007
66,primary,1,,0.628,32.55349,35.20194
66,primary,1,,0.625,32.55352,35.20187
66,primary,1,,0.087,32.55653,35.20074
66,trunk,2,90.0,0.085,32.67379,35.10814
66,trunk,2,,0.033,32.67409,35.10765
66,trunk,2,,0.013,32.57294,35.19191
66,trunk,1,80.0,1.703,32.59658,35.17272
66,trunk,1,80.0,2.309,32.62447,35.13488
66,trunk,1,80.0,2.526,32.66182,35.11677
66,trunk,1,80.0,0.028,32.64976,35.12326
66,trunk,1,80.0,0.401,32.64684,35.12529
66,trunk,1,80.0,0.029,32.65001,35.12317
66,trunk,1,80.0,0.213,32.67147,35.10995
66,trunk,4,90.0,0.08,32.67293,35.10876
66,trunk,2,90.0,0.041,32.673,35.1089
66,trunk,3,80.0,0.014,32.67292,35.10895
66,trunk,4,90.0,0.015,32.67272,35.10891
66,trunk,2,80.0,0.105,32.67237,35.10917
66,trunk,1,80.0,0.006,32.6327,35.12922
66,trunk,1,80.0,2.277,32.62375,35.13537
66,trunk,1,80.0,0.014,32.63258,35.12925
66,trunk,1,80.0,1.641,32.63989,35.12948
66,trunk,1,80.0,0.014,32.64647,35.12555
66,trunk,1,80.0,1.617,32.63924,35.12949
66,trunk,1,80.0,0.008,32.64658,35.12547
66,trunk,1,80.0,0.404,32.64853,35.1242
66,trunk,1,80.0,1.707,32.59646,35.17284
66,trunk,1,80.0,0.006,32.60096,35.16406
66,trunk,1,80.0,2.367,32.60548,35.15921
66,trunk,2,60.0,0.005,32.59318,35.18189
66,trunk,2,60.0,0.19,32.59384,35.18114
66,trunk,1,80.0,0.678,32.58998,35.18443
66,trunk,1,60.0,1.758,32.58139,35.18709
66,trunk,1,60.0,0.487,32.58948,35.18495
66,trunk,1,60.0,1.836,32.58112,35.18721
66,trunk,2,,0.012,32.57281,35.1919
66,trunk,1,80.0,2.367,32.60527,35.15956
66,trunk,1,80.0,0.264,32.61392,35.14327
66,trunk,3,80.0,0.076,32.67274,35.10909
66,trunk,1,80.0,2.756,32.6618,35.11671
66,trunk,2,90.0,0.091,32.6742,35.10798
66,trunk,2,80.0,0.049,32.67214,35.10951
66,trunk,3,90.0,0.066,32.67351,35.10855
66,trunk,2,60.0,0.189,32.59309,35.18197
66,trunk,1,80.0,0.188,32.5935,35.1814
66,trunk,1,80.0,0.264,32.61429,35.14288
66,trunk,1,80.0,0.019,32.61512,35.1422
66,trunk,2,60.0,0.076,32.57307,35.19175
66,trunk,1,80.0,0.006,32.60105,35.16408
667,primary,,,6.897,32.4292,35.44153
667,primary,,,6.352,32.47377,35.42597
669,primary,,,4.572,32.48484,35.48015
669,primary,,,0.092,32.49925,35.46303
669,primary,,,0.05,32.54129,35.4366
669,primary,,,6.716,32.51707,35.43675
669,primary,2,,0.136,32.54294,35.43723
669,primary,,,0.104,32.54147,35.43674
669,primary,,,0.017,32.54186,35.43694
669,primary,1,,0.107,32.54421,35.4349
669,primary,,,0.03,32.54139,35.43662
669,primary,,,0.053,32.54235,35.43719
669,primary,1,,0.067,32.54389,35.43518
669,primary,1,,0.066,32.54399,35.43512
669,primary,,,0.03,32.54142,35.43673
669,primary,,,0.018,32.54184,35.43687
669,primary,,,0.014,32.54171,35.43695
669,primary,,,0.009,32.5418,35.43681
669,primary,,,0.138,32.54033,35.43605
669,primary,2,,0.113,32.54375,35.43561
67,trunk,,,1.705,32.59034,34.93728
67,trunk,,,0.014,32.59244,34.94705
67,trunk,,,0.967,32.5927,34.94228
67,trunk,,,0.014,32.59223,34.9471
67,trunk,,,0.673,32.58794,34.93267
67,trunk,,,0.13,32.58989,34.93633
671,primary,2,90.0,0.045,32.5991,35.25884
671,primary,1,90.0,0.053,32.59906,35.25863
672,primary,1,,0.073,32.63633,35.06538
672,primary,,,2.142,32.7449,35.03402
672,primary,1,,0.018,32.63632,35.06552
672,primary,1,,0.019,32.63659,35.06455
672,primary,,,0.158,32.68044,35.06508
672,primary,,,0.101,32.68088,35.06581
672,primary,,50.0,0.113,32.68263,35.06731
672,primary,,,0.176,32.6816,35.06669
672,primary,,50.0,0.105,32.68657,35.06642
672,primary,,50.0,0.466,32.68429,35.0679
672,primary,,,0.185,32.68168,35.06689
672,primary,,50.0,0.457,32.68457,35.06807
672,primary,,50.0,0.075,32.69884,35.05665
672,primary,,,0.075,32.70138,35.05755
672,primary,,,0.629,32.70432,35.05743
672,primary,,,0.106,32.70568,35.05912
672,primary,,,2.543,32.58898,35.08116
672,primary,,,0.681,32.63987,35.06019
672,primary,1,,0.102,32.63653,35.0645
672,primary,,50.0,0.073,32.69644,35.05296
672,primary,,90.0,0.117,32.63312,35.07487
672,primary,2,,0.065,32.63615,35.06593
672,primary,,50.0,0.044,32.69335,35.04686
672,primary,,50.0,0.047,32.69078,35.05183
672,primary,,50.0,0.084,32.68777,35.05787
672,primary,,50.0,0.094,32.68726,35.06036
672,primary,,,0.617,32.7047,35.05749
672,primary,,,0.106,32.70611,35.06177
672,primary,,,0.205,32.70606,35.06204
672,primary,,,0.206,32.70611,35.06222
672,primary,,,0.185,32.70569,35.06008
672,primary,,,0.185,32.7058,35.06068
672,primary,,,0.103,32.61197,35.08359
672,primary,,80.0,0.866,32.60828,35.0838
672,primary,1,,0.018,32.63648,35.06455
672,primary,1,,0.073,32.63627,35.06538
672,primary,1,,0.018,32.63623,35.06548
672,primary,,,4.789,32.66525,35.0541
672,primary,,,0.169,32.68037,35.0653
672,primary,,,1.382,32.73374,35.04469
672,primary,,,0.046,32.73444,35.03934
672,primary,2,90.0,0.034,32.63358,35.07455
672,primary,,80.0,0.961,32.62833,35.07801
672,primary,1,80.0,0.123,32.63203,35.07589
672,primary,2,90.0,0.028,32.63608,35.06604
672,primary,,80.0,0.078,32.60325,35.08452
672,primary,,,0.441,32.57726,35.07411
672,primary,,,1.098,32.56952,35.07705
672,primary,,,0.122,32.57443,35.07369
672,primary,,,0.048,32.63671,35.06406
672,primary,,,0.052,32.63661,35.06411
672,primary,,,0.602,32.67909,35.06155
672,primary,,,0.859,32.72631,35.05622
672,primary,,50.0,0.032,32.69257,35.04845
672,primary,,50.0,0.013,32.69203,35.04957
672,primary,,50.0,0.013,32.69328,35.04699
672,primary,,50.0,0.052,32.68979,35.05442
672,primary,,50.0,0.018,32.68643,35.06675
672,primary,,50.0,0.014,32.69323,35.04711
672,primary,2,90.0,0.073,32.63281,35.0753
672,primary,1,80.0,0.124,32.63245,35.07547
672,primary,2,90.0,0.012,32.63349,35.07465
672,primary,2,90.0,0.041,32.6333,35.07486
672,primary,2,90.0,0.021,32.6352,35.0697
672,primary,2,90.0,0.27,32.63543,35.06917
672,primary,2,90.0,0.503,32.63394,35.07379
672,primary,3,90.0,0.01,32.63524,35.06952
672,primary,3,90.0,0.024,32.63526,35.06942
672,primary,1,,0.01,32.80444,34.98509
672,primary,1,,0.007,32.80453,34.98514
672,primary,1,,0.006,32.80453,34.98506
672,primary,1,,0.007,32.80448,34.98516
672,primary,1,,0.006,32.80449,34.98504
672,primary,,80.0,0.717,32.6209,35.0798
672,primary,2,80.0,0.424,32.6155,35.08199
672,primary,,80.0,0.71,32.62158,35.07976
672,primary,,,0.231,32.57987,35.07673
672,primary,2,90.0,0.074,32.6362,35.06602
672,primary,2,90.0,0.223,32.63598,35.0665
672,primary,,,0.132,32.637,35.06331
672,primary,3,90.0,0.047,32.63527,35.06988
672,primary,4,90.0,0.072,32.63532,35.06917
672,primary,,,0.142,32.60198,35.08464
672,primary,,,0.617,32.55764,35.08025
672,primary,,,0.266,32.5613,35.08063
672,primary,3,90.0,0.01,32.63536,35.06946
672,primary,3,90.0,0.031,32.63532,35.06963
672,primary,2,90.0,0.413,32.63455,35.07274
672,primary,2,,0.051,32.63624,35.06555
672,primary,,,0.7,32.57141,35.07248
672,primary,,,0.112,32.57243,35.07643
672,primary,1,80.0,0.239,32.6126,35.08363
672,primary,1,80.0,0.245,32.61287,35.08363
672,primary,,50.0,0.042,32.69573,35.05027
675,primary,2,80.0,4.941,32.56099,35.31164
675,primary,2,80.0,0.426,32.55831,35.31693
675,primary,1,,0.374,32.56014,35.35172
675,primary,2,80.0,0.43,32.55834,35.31655
675,primary,2,80.0,3.195,32.55344,35.3354
675,primary,,,0.66,32.55986,35.35532
675,primary,,,0.091,32.56674,35.26298
675,primary,2,80.0,1.459,32.57062,35.25147
675,primary,,,0.013,32.59119,35.24003
675,primary,,,0.086,32.57384,35.24907
675,primary,2,80.0,2.028,32.58987,35.24076
675,primary,2,,0.026,32.56019,35.35396
675,primary,,,0.595,32.55984,35.3557
675,primary,1,80.0,0.099,32.56648,35.26323
675,primary,1,80.0,0.095,32.56663,35.26315
675,primary,,,0.044,32.56671,35.26266
675,primary,,,0.044,32.56663,35.26271
675,primary,2,80.0,0.083,32.57376,35.24936
675,primary,2,80.0,0.081,32.57366,35.24933
675,primary,2,80.0,0.062,32.57413,35.24915
675,primary,2,80.0,0.059,32.57408,35.24909
7,motorway,,90.0,0.137,31.80496,34.83309
7,motorway,,90.0,0.358,31.80543,34.82832
7,motorway,,90.0,1.867,31.80234,34.77083
7,motorway,,90.0,0.049,31.79802,34.78216
7,motorway,,90.0,3.083,31.79746,34.79736
7,motorway,,90.0,0.05,31.79777,34.78242
7,motorway,,90.0,0.141,31.80483,34.83457
7,motorway,,90.0,0.143,31.80505,34.83367
7,motorway,,90.0,0.06,31.80497,34.83459
7,motorway,,90.0,0.138,31.80519,34.83163
7,motorway,,90.0,0.062,31.80479,34.83523
7,motorway,,90.0,0.378,31.80648,34.76055
7,motorway,,90.0,1.749,31.80386,34.76671
7,motorway,2,90.0,0.458,31.82184,34.709
7,motorway,,90.0,0.153,31.80312,34.8139
7,motorway,,90.0,0.782,31.80462,34.81944
7,motorway,,90.0,3.082,31.79694,34.7931
7,motorway,,90.0,0.152,31.80341,34.81536
7,motorway,2,90.0,1.978,31.81216,34.74267
7,motorway,,90.0,0.784,31.80535,34.82643
7,motorway,,90.0,1.201,31.80524,34.82214
7,motorway,,90.0,0.44,31.80726,34.75851
7,motorway,,90.0,0.386,31.80879,34.75476
7,motorway,,90.0,1.403,31.80091,34.77409
7,motorway,2,90.0,1.189,31.82323,34.72271
7,motorway,2,90.0,0.609,31.82194,34.70939
7,motorway,2,90.0,1.042,31.82189,34.7287
7,motorway,2,90.0,1.177,31.8228,34.72042
7,motorway,2,90.0,1.843,31.81204,34.74263
7,motorway,2,90.0,1.261,31.82197,34.72805
7,trunk,,90.0,0.013,31.80363,34.84005
7,trunk,,90.0,0.384,31.80462,34.83706
7,trunk,,90.0,0.014,31.80352,34.84011
7,trunk,2,90.0,0.059,31.80388,34.8395
7,trunk,2,90.0,0.059,31.80359,34.83985
7,trunk,2,90.0,0.425,31.80476,34.83706
7,trunk,,90.0,0.032,31.80476,34.83556
70,trunk,2,,0.021,32.91194,35.1665
70,trunk,4,,0.086,32.75348,35.07142
70,trunk,6,,0.086,32.75307,35.07059
70,trunk,4,,0.048,32.75379,35.07178
70,trunk,1,50.0,0.082,32.95587,35.1607
70,trunk,6,,0.05,32.75362,35.07123
70,trunk,,,0.258,33.04255,35.1481
70,trunk,5,,0.076,32.7551,35.073
70,trunk,4,,0.109,32.75478,35.07298
70,trunk,2,70.0,0.477,32.92393,35.15966
70,trunk,1,80.0,0.23,32.94459,35.16334
70,trunk,,90.0,0.019,32.91279,35.15608
70,trunk,5,,0.041,32.75401,35.07169
70,trunk,2,,0.699,32.83471,35.15732
70,trunk,1,,1.254,32.96525,35.14936
70,trunk,1,,0.149,33.01981,35.14195
70,trunk,2,,2.044,32.83982,35.16227
70,trunk,2,,1.61,32.82445,35.15194
70,trunk,2,,0.064,32.89541,35.17924
70,trunk,2,,0.314,32.89423,35.18069
70,trunk,,,0.06,32.89521,35.17942
70,trunk,2,,0.008,32.7679,35.10208
70,trunk,2,,0.877,32.7679,35.10666
70,trunk,3,,0.039,32.75385,35.07187
70,trunk,3,,1.07,32.75985,35.08454
70,trunk,3,,1.07,32.75997,35.08449
70,trunk,2,,0.041,32.76207,35.08857
70,trunk,4,,0.388,32.76771,35.10189
70,trunk,5,,0.277,32.75674,35.07637
70,trunk,2,,1.202,32.82773,35.15317
70,trunk,,,0.099,32.80693,35.14704
70,trunk,,,0.097,32.80611,35.14664
70,trunk,2,,0.52,32.81003,35.14735
70,trunk,2,,1.049,32.89723,35.17231
70,trunk,,,0.144,33.07019,35.15167
70,trunk,,,0.146,33.07019,35.1518
70,trunk,2,,3.151,33.0553,35.15184
70,trunk,2,,0.017,33.01657,35.14292
70,trunk,2,,0.024,33.01622,35.1429
70,trunk,2,,0.393,33.01569,35.14314
70,trunk,2,,0.017,33.01642,35.14281
