route_ref,highway_type,lanes,maxspeed_kmh,length_km,midpoint_lat,midpoint_lon
trunk,trunk,,,0.049,29.45979,35.02808
trunk,trunk,,,0.316,29.45921,35.02929
trunk,trunk,,,0.02,31.24556,34.2534
trunk,trunk,,,0.367,31.2466,34.25484
trunk,trunk,,,0.059,31.5303,34.51742
trunk,trunk,,,0.059,32.65376,35.56857
trunk,trunk,1,,0.087,31.87254,35.26171
trunk,trunk,,,0.197,31.34356,34.31418
trunk,trunk,,,0.015,32.25084,35.6079
trunk,trunk,,,0.131,31.4796,34.44232
trunk,trunk,,,0.032,31.24559,34.25344
trunk,trunk,,,0.057,31.248,34.25684
trunk,trunk,,,0.431,31.24683,34.25378
trunk,trunk,,,0.014,31.32686,34.31307
trunk,trunk,,,0.021,31.32329,34.31464
trunk,trunk,,,0.017,31.31534,34.31589
trunk,trunk,,,0.022,31.30686,34.31642
trunk,trunk,,,0.019,31.29992,34.31582
trunk,trunk,,,0.018,31.27728,34.30496
trunk,trunk,,,0.015,31.27132,34.2921
trunk,trunk,,,0.015,31.26919,34.28686
trunk,trunk,,,0.019,31.26093,34.2716
trunk,trunk,,,0.018,31.25813,34.26862
trunk,trunk,,,0.115,31.25363,34.2636
trunk,trunk,,,0.017,31.25594,34.26641
trunk,trunk,,,0.079,31.52903,34.51456
trunk,trunk,,,0.011,31.50807,34.47295
trunk,trunk,,,0.066,31.49106,34.45244
trunk,trunk,,,0.015,31.41701,34.36851
trunk,trunk,,,0.016,31.44048,34.39467
trunk,trunk,,,0.018,31.43679,34.38937
trunk,trunk,,,0.016,31.43654,34.38901
trunk,trunk,,,0.018,31.43128,34.38258
trunk,trunk,,,0.015,31.43024,34.38147
trunk,trunk,,,0.021,31.41451,34.3658
trunk,trunk,,,0.015,31.33378,34.31128
trunk,trunk,,,0.016,31.33928,34.31199
trunk,trunk,,,0.013,31.34251,34.31399
trunk,trunk,,,0.014,31.35182,34.32179
trunk,trunk,,,0.02,31.35431,34.32535
trunk,trunk,,,0.017,31.35454,34.32563
trunk,trunk,,,0.024,31.36103,34.32881
trunk,trunk,,,0.022,31.36316,34.32955
trunk,trunk,,,0.023,31.3743,34.33238
trunk,trunk,,,0.018,31.38089,34.33712
trunk,trunk,,,0.02,31.38321,34.3394
trunk,trunk,,,0.018,31.38617,34.34222
trunk,trunk,,,0.015,31.38693,34.34289
trunk,trunk,,,0.017,31.42033,34.37156
trunk,trunk,,,0.116,32.49525,35.56939
trunk,trunk,1,50.0,0.004,31.84945,35.22666
trunk,trunk,,,0.029,31.32117,34.8863
trunk,trunk,,,0.109,31.34243,34.93295
trunk,trunk,,,0.029,29.56031,34.95796
trunk,trunk,,,0.03,29.5602,34.95828
trunk,trunk,,,0.023,29.56013,34.95804
trunk,trunk,,,0.022,29.5604,34.95819
trunk,trunk,,,0.024,31.32131,34.88656
trunk,trunk,,,0.019,31.32115,34.88656
trunk,trunk,,,0.018,31.32132,34.88633
trunk,trunk,,,0.096,32.96991,35.15034
trunk,trunk,,,0.102,32.59624,34.94937
trunk,trunk,,,0.055,32.65348,35.56877
אבא הלל סילבר,primary,1,,0.032,32.08759,34.80622
אבא הלל סילבר,primary,2,,0.048,32.08312,34.80343
אבא הלל סילבר,primary,1,,0.032,32.08762,34.80619
אבא הלל סילבר,primary,1,,0.143,32.08685,34.80542
אבא הלל סילבר,primary,1,,0.143,32.08793,34.8067
אבא הלל סילבר,primary,3,,0.136,32.08485,34.80377
אבא הלל סילבר,primary,1,,0.141,32.08729,34.80592
אבא הלל סילבר,primary,2,,0.139,32.08768,34.80627
אבא הלל סילבר,primary,2,,0.894,32.09057,34.8109
אבא הלל סילבר,primary,2,,0.541,32.09505,34.81957
אבא הלל סילבר,primary,3,,0.105,32.08319,34.80312
אבא הלל סילבר,primary,3,,0.102,32.08404,34.80345
אבא הלל סילבר,primary,2,,0.18,32.09309,34.81672
אבא הלל סילבר,primary,2,,0.732,32.09507,34.8194
אבא הלל סילבר,primary,2,,0.902,32.09052,34.81115
אבא הלל סילבר,primary,3,,0.111,32.08564,34.80443
אבא הלל סילבר,primary,4,,0.024,32.08438,34.80341
אבא הלל סילבר,primary,2,,0.018,32.08301,34.80344
אבא הלל סילבר,primary,3,,0.009,32.09838,34.82614
אבא הלל סילבר,primary,4,,0.008,32.09681,34.82139
אבא הלל סילבר,primary,4,,0.058,32.0842,34.80334
אבא הלל סילבר,primary,3,,0.01,32.08457,34.80354
אבא הלל סילבר,primary,3,,0.133,32.08534,34.80434
אבא הלל סילבר,primary,3,,0.027,32.08454,34.80368
אבא הלל סילבר,primary,3,,0.011,32.0856,34.80456
אבא הלל סילבר,primary,3,,0.108,32.08641,34.80521
אבא חושי,primary,1,,0.015,32.76725,35.01129
אבא חושי,primary,2,,0.384,32.77773,34.99529
אבא חושי,primary,2,,0.902,32.76195,35.01722
אבא חושי,primary,,,0.096,32.75038,35.03112
אבא חושי,primary,,,0.084,32.72955,35.0527
אבא חושי,primary,,,0.025,32.7752,35.00184
אבא חושי,primary,2,,0.306,32.77635,35.00021
אבא חושי,primary,,,0.025,32.77501,35.00199
אבא חושי,primary,2,,0.714,32.77275,35.00547
אבא חושי,primary,,,0.006,32.75884,35.02096
אבא חושי,primary,2,,0.325,32.76632,35.01212
אבא חושי,primary,2,,0.374,32.77782,34.99531
אבא חושי,primary,2,,0.01,32.77846,34.99716
אבא חושי,primary,,,0.034,32.75099,35.03007
אבא חושי,primary,,,0.187,32.75158,35.02917
אבא חושי,primary,,,0.02,32.75228,35.0285
אבא חושי,primary,,,0.724,32.75516,35.02628
אבא חושי,primary,,,0.314,32.75826,35.02128
אבא חושי,primary,,,0.009,32.75899,35.02082
אבא חושי,primary,,,0.011,32.75892,35.02102
אבא חושי,primary,,,0.026,32.75886,35.02081
אבא חושי,primary,,,0.003,32.75902,35.02087
אבא חושי,primary,,,0.014,32.75901,35.02096
אבא חושי,primary,2,,0.013,32.76516,35.01404
אבא חושי,primary,2,,0.938,32.76137,35.01787
אבא חושי,primary,2,,0.324,32.76615,35.01243
אבא חושי,primary,2,,0.029,32.76504,35.01416
אבא חושי,primary,2,,0.011,32.76716,35.01141
אבא חושי,primary,2,,0.01,32.76704,35.01141
אבא חושי,primary,2,,0.017,32.7671,35.01133
אבא חושי,primary,2,,0.455,32.76823,35.00867
אבא חושי,primary,2,,0.477,32.7681,35.00887
אבא חושי,primary,2,,0.058,32.7697,35.00708
אבא חושי,primary,2,,0.019,32.76945,35.0072
אבא חושי,primary,2,,0.028,32.76949,35.00706
אבא חושי,primary,3,,0.018,32.77012,35.00705
אבא חושי,primary,2,,0.748,32.77282,35.00565
אבא חושי,primary,2,,0.012,32.77022,35.00706
אבא חושי,primary,2,,0.019,32.77001,35.00691
אבא חושי,primary,,,0.04,32.76973,35.00694
אבא חושי,primary,4,,0.026,32.77025,35.00691
אבא חושי,primary,2,,0.309,32.77635,34.99999
אבא חושי,primary,2,,0.017,32.7772,34.99956
אבא חושי,primary,2,,0.281,32.77858,34.99756
אבא חושי,primary,2,,0.019,32.77841,34.99704
אבא חושי,primary,2,,0.272,32.77841,34.99786
אביטל אביגדור,primary,2,70.0,1.087,31.27723,34.80437
אביטל אביגדור,primary,,,0.25,31.27707,34.80034
אביטל אביגדור,primary,,,0.244,31.27751,34.80191
אביטל אביגדור,primary,2,70.0,0.017,31.2714,34.81087
אביטל אביגדור,primary,2,,0.286,31.27656,34.79918
אביטל אביגדור,primary,2,,0.26,31.27571,34.79712
אביטל אביגדור,primary,,,0.033,31.27533,34.79636
אביטל אביגדור,primary,2,70.0,0.904,31.27691,34.80556
אביטל אביגדור,primary,2,70.0,0.06,31.27184,34.81051
אביטל אביגדור,primary,,,0.02,31.27509,34.79626
אביטל אביגדור,primary,,,0.032,31.27668,34.79922
אביטל אביגדור,primary,,,0.042,31.27688,34.79961
אביטל אביגדור,primary,,,0.08,31.2775,34.80349
אביטל אביגדור,primary,,,0.032,31.27747,34.80226
אביטל אביגדור,primary,,,0.048,31.27755,34.80275
אביטל אביגדור,primary,,,0.019,31.27517,34.79644
אביטל אביגדור,primary,,,0.038,31.2752,34.79648
אוהל יעקב,trunk,,,0.263,32.79551,35.532
אוהל יעקב,trunk,2,,0.039,32.79396,35.53159
אוהל יעקב,trunk,,,0.127,32.79542,35.53205
אוהל יעקב,trunk,2,,0.045,32.79382,35.5315
אוהל יעקב,trunk,,,0.102,32.79494,35.53188
אוסקר שינדלר,primary,,,0.214,32.76633,35.0155
אוסקר שינדלר,primary,2,,0.01,32.7671,35.01149
אוסקר שינדלר,primary,2,,0.013,32.76719,35.01145
אוסקר שינדלר,primary,,,0.206,32.76617,35.01539
אוסקר שינדלר,primary,,,0.026,32.7668,35.01639
אוסקר שינדלר,primary,2,,0.017,32.76712,35.01153
אוסקר שינדלר,primary,2,,0.01,32.7671,35.01133
אוסקר שינדלר,primary,1,,0.021,32.76723,35.01141
אוסקר שינדלר,primary,2,,0.278,32.76679,35.01288
אוסקר שינדלר,primary,,,0.034,32.76646,35.01419
אוסקר שינדלר,primary,2,,0.265,32.76732,35.01203
אחוזה,primary,2,,0.018,32.17745,34.88846
איילון דרום,motorway,4,90.0,0.16,32.0987,34.80217
איילון דרום,motorway,3,90.0,0.279,32.04516,34.78323
איילון דרום,motorway,3,80.0,0.022,32.03772,34.77716
איילון דרום,motorway,3,80.0,0.146,32.03784,34.77734
איילון דרום,motorway,4,90.0,0.031,32.08992,34.80009
איילון דרום,motorway,2,90.0,0.636,32.13654,34.80958
איילון דרום,motorway,2,90.0,0.078,32.13943,34.80951
איילון דרום,motorway,4,90.0,0.004,32.0383,34.76569
איילון דרום,motorway,4,90.0,0.229,32.03799,34.76683
איילון דרום,motorway,3,90.0,0.231,32.05517,34.78466
איילון דרום,motorway,5,90.0,1.105,32.12976,34.80981
איילון דרום,motorway,4,90.0,0.323,32.07458,34.79313
איילון דרום,motorway,2,90.0,0.031,32.14566,34.8104
איילון דרום,motorway,4,90.0,0.036,32.07584,34.79364
איילון דרום,motorway,5,90.0,0.036,32.06479,34.78966
איילון דרום,motorway,4,90.0,0.033,32.08507,34.79808
איילון דרום,motorway,5,90.0,0.265,32.0577,34.7854
איילון דרום,motorway,4,90.0,0.428,32.08892,34.79977
איילון דרום,motorway,4,90.0,0.699,32.08203,34.79768
איילון דרום,motorway,2,90.0,0.624,32.14225,34.80951
איילון דרום,motorway,5,90.0,0.184,32.06367,34.78824
איילון דרום,motorway,3,90.0,0.34,32.05321,34.78439
איילון דרום,motorway,3,90.0,0.024,32.0545,34.78453
איילון דרום,motorway,3,90.0,0.437,32.01226,34.76178
איילון דרום,motorway,3,90.0,0.695,32.02425,34.76046
איילון דרום,motorway,3,90.0,0.17,32.03847,34.76451
איילון דרום,motorway,3,80.0,0.313,32.03969,34.77989
איילון דרום,motorway,4,90.0,0.071,32.0439,34.7829
איילון דרום,motorway,4,90.0,0.345,32.03627,34.77119
איילון דרום,motorway,4,90.0,0.095,32.03757,34.76801
איילון דרום,motorway,3,90.0,0.043,32.01497,34.76181
איילון דרום,motorway,4,90.0,0.059,32.03715,34.76889
איילון דרום,motorway,3,,0.507,32.22485,34.83131
איילון דרום,motorway,2,90.0,0.27,32.14705,34.81095
איילון דרום,motorway,2,90.0,0.328,32.15751,34.8147
איילון דרום,motorway,4,90.0,0.066,32.00549,34.76045
איילון דרום,motorway,3,90.0,0.077,31.98711,34.75694
איילון דרום,motorway,3,90.0,0.421,31.98779,34.75705
איילון דרום,motorway,4,90.0,0.029,31.9919,34.75773
איילון דרום,motorway,3,90.0,0.097,32.00113,34.75923
איילון דרום,motorway,2,90.0,0.153,31.96859,34.7571
איילון דרום,motorway,2,90.0,0.314,31.96995,34.75681
איילון דרום,motorway,4,90.0,0.029,32.00607,34.76062
איילון דרום,motorway,4,90.0,0.04,31.99155,34.75766
איילון דרום,motorway,4,90.0,0.028,31.9795,34.75582
איילון דרום,motorway,3,90.0,0.273,31.96189,34.75853
איילון דרום,motorway,4,90.0,0.611,31.99393,34.75804
איילון דרום,motorway,3,90.0,0.161,31.97281,34.75619
איילון דרום,motorway,3,90.0,0.569,31.98369,34.7564
איילון דרום,motorway,3,90.0,0.401,32.00234,34.75951
איילון דרום,motorway,3,90.0,0.394,31.99884,34.75878
איילון דרום,motorway,4,90.0,0.253,31.97988,34.75586
איילון דרום,motorway,2,90.0,0.483,31.96555,34.75775
איילון דרום,motorway,3,90.0,0.122,31.9747,34.75584
איילון דרום,motorway,4,90.0,0.473,31.97691,34.75564
איילון דרום,motorway,4,90.0,0.533,32.00885,34.76138
איילון דרום,motorway,,90.0,1.326,32.19617,34.8307
איילון דרום,motorway,4,90.0,0.752,32.03069,34.76006
איילון דרום,motorway,4,90.0,0.056,32.11899,34.81015
איילון דרום,motorway,4,90.0,0.052,32.08536,34.79818
איילון דרום,motorway,5,90.0,0.057,32.0858,34.79837
איילון דרום,motorway,6,90.0,0.124,32.09634,34.80162
איילון דרום,motorway,4,90.0,0.268,32.09018,34.80017
איילון דרום,motorway,4,90.0,0.474,32.1214,34.81009
איילון דרום,motorway,5,90.0,0.429,32.09492,34.80129
איילון דרום,motorway,4,90.0,0.715,32.10618,34.80598
איילון דרום,motorway,4,90.0,0.466,32.11628,34.8102
איילון דרום,motorway,5,90.0,0.231,32.06101,34.78642
איילון דרום,motorway,5,90.0,0.688,32.11261,34.80992
איילון דרום,motorway,3,90.0,1.075,32.15542,34.814
איילון דרום,motorway,5,90.0,0.491,32.06601,34.79095
איילון דרום,motorway,6,90.0,0.151,32.06304,34.78763
איילון דרום,motorway,4,90.0,0.108,32.06186,34.78681
איילון דרום,motorway,4,90.0,0.226,32.07664,34.79411
איילון דרום,motorway,4,90.0,0.545,32.10151,34.80296
איילון דרום,motorway,3,90.0,0.08,32.04668,34.78355
איילון דרום,motorway,3,90.0,0.234,32.04765,34.78382
איילון דרום,motorway,3,90.0,0.22,32.05034,34.78439
איילון דרום,motorway,5,90.0,0.056,32.05915,34.78584
איילון דרום,motorway,2,90.0,1.295,31.95566,34.75805
איילון דרום,motorway,2,110.0,0.432,31.94847,34.75132
איילון דרום,motorway,3,90.0,0.543,32.01834,34.76165
איילון דרום,motorway,4,80.0,0.373,32.04226,34.78214
איילון דרום,motorway,3,90.0,0.441,32.03656,34.77498
איילון דרום,motorway,3,80.0,0.585,32.03775,34.76095
איילון דרום,motorway,3,90.0,0.27,32.03463,34.75938
איילון דרום,motorway,,,0.103,32.22329,34.83136
איילון דרום,motorway,,,2.824,32.21696,34.837
איילון דרום,motorway,2,90.0,3.729,32.17019,34.82009
איילון דרום,motorway,5,90.0,0.186,32.07792,34.79509
איילון דרום,motorway,5,90.0,0.485,32.0699,34.79273
איילון צפון,motorway,3,90.0,0.532,32.10128,34.80341
איילון צפון,motorway,3,90.0,1.195,32.08724,34.80006
איילון צפון,motorway,3,90.0,0.418,32.1065,34.80681
איילון צפון,motorway,3,70.0,0.2,32.03816,34.77845
איילון צפון,motorway,2,70.0,0.374,32.03949,34.78021
איילון צפון,motorway,3,90.0,0.132,32.10755,34.80749
איילון צפון,motorway,3,90.0,0.375,32.10994,34.80918
איילון צפון,motorway,3,70.0,0.08,32.04737,34.78402
איילון צפון,motorway,3,90.0,0.645,32.14294,34.81024
איילון צפון,motorway,2,90.0,0.284,32.05291,34.78521
איילון צפון,motorway,2,70.0,1.092,31.95749,34.7595
איילון צפון,motorway,2,90.0,0.323,32.05646,34.78564
איילון צפון,motorway,4,90.0,0.95,32.15121,34.81312
איילון צפון,motorway,4,90.0,0.022,32.14577,34.8111
איילון צפון,motorway,,90.0,0.036,32.06474,34.79049
איילון צפון,motorway,,90.0,0.06,32.08191,34.79838
איילון צפון,motorway,2,90.0,0.028,32.05438,34.78534
איילון צפון,motorway,4,90.0,0.023,32.07588,34.79435
איילון צפון,motorway,3,70.0,0.021,32.03577,34.76002
איילון צפון,motorway,3,70.0,0.052,32.01534,34.76219
איילון צפון,motorway,3,70.0,0.967,32.00982,34.76198
איילון צפון,motorway,5,90.0,0.044,32.05954,34.78659
איילון צפון,motorway,5,90.0,0.219,32.05868,34.78633
איילון צפון,motorway,3,70.0,0.377,32.04435,34.78337
איילון צפון,motorway,5,70.0,0.305,32.04236,34.78269
איילון צפון,motorway,3,70.0,0.035,32.00629,34.76108
איילון צפון,motorway,3,70.0,2.264,32.02674,34.76067
איילון צפון,motorway,3,70.0,1.024,32.03811,34.76259
איילון צפון,motorway,2,90.0,0.054,32.16101,34.81682
איילון צפון,motorway,2,90.0,3.23,32.17423,34.823
איילון צפון,motorway,4,90.0,0.267,32.11191,34.81041
איילון צפון,motorway,3,90.0,0.527,32.09661,34.80228
איילון צפון,motorway,4,90.0,0.01,32.11271,34.81079
איילון צפון,motorway,4,90.0,0.044,32.1193,34.81071
איילון צפון,motorway,5,90.0,0.277,32.15632,34.815
איילון צפון,motorway,2,90.0,0.494,32.15929,34.81617
איילון צפון,motorway,5,90.0,0.233,32.11367,34.81107
איילון צפון,motorway,4,90.0,0.459,32.11716,34.81082
איילון צפון,motorway,4,90.0,0.614,32.12346,34.81062
איילון צפון,motorway,2,,1.017,32.22099,34.83289
איילון צפון,motorway,,,0.449,32.21459,34.83944
איילון צפון,motorway,5,90.0,0.403,32.06164,34.78737
איילון צפון,motorway,4,90.0,0.701,32.07385,34.79364
איילון צפון,motorway,4,90.0,0.374,32.07737,34.79539
איילון צפון,motorway,,90.0,0.102,32.09408,34.80184
איילון צפון,motorway,,90.0,0.094,32.09248,34.80154
איילון צפון,motorway,2,,1.248,32.2072,34.83639
איילון צפון,motorway,3,70.0,0.231,32.04855,34.78434
איילון צפון,motorway,3,70.0,0.066,32.04984,34.78467
איילון צפון,motorway,2,90.0,0.102,32.05133,34.78504
איילון צפון,motorway,2,70.0,0.118,31.95367,34.75787
איילון צפון,motorway,2,70.0,0.405,31.95252,34.75686
איילון צפון,motorway,2,,0.108,32.22353,34.83156
איילון צפון,motorway,2,,0.651,32.22492,34.83154
איילון צפון,motorway,3,90.0,0.079,32.05068,34.78489
איילון צפון,motorway,3,70.0,3.622,31.98479,34.7571
איילון צפון,motorway,,,1.43,32.19617,34.83149
איילון צפון,motorway,5,90.0,0.661,32.12911,34.81066
איילון צפון,motorway,2,90.0,1.009,32.13523,34.8107
איילון צפון,motorway,3,70.0,1.125,31.97053,34.75708
איילון צפון,motorway,3,70.0,0.273,32.03591,34.77109
איילון צפון,motorway,3,70.0,0.548,32.03623,34.77519
איילון צפון,motorway,2,,0.198,32.20221,34.83374
איילון צפון,motorway,4,90.0,0.345,32.07991,34.7976
איילון צפון,motorway,5,90.0,0.262,32.06325,34.7886
איילון צפון,motorway,4,90.0,0.594,32.06614,34.79177
אילן רמון,primary,,50.0,0.022,31.25687,34.7587
אילן רמון,primary,,70.0,0.25,31.25494,34.75708
אילן רמון,primary,2,70.0,1.237,31.24928,34.75565
אילן רמון,primary,2,70.0,1.337,31.24852,34.7558
אילן רמון,primary,,50.0,0.032,31.25447,34.7567
אילן רמון,primary,1,,0.1,31.24182,34.75898
אילן רמון,primary,,50.0,0.032,31.25684,34.75867
אילן רמון,primary,,70.0,0.029,31.25674,34.75875
אילן רמון,primary,,50.0,0.252,31.25498,34.75697
אילן רמון,primary,,70.0,0.021,31.25691,34.75892
אילן רמון,primary,2,70.0,0.053,31.25449,34.75656
אילן רמון,primary,2,70.0,0.162,31.25361,34.75615
אילן רמון,primary,2,70.0,0.15,31.25311,34.75578
אילנות,primary,,,0.367,32.80858,34.97449
אילת,primary,3,70.0,0.429,31.2297,34.80278
אילת,primary,3,70.0,0.011,31.22043,34.8048
אילת,primary,3,70.0,0.68,31.22244,34.80452
אילת,primary,3,70.0,0.009,31.22658,34.80377
אילת,primary,3,70.0,0.339,31.22781,34.80347
אילת,primary,3,70.0,0.655,31.22239,34.80433
אילת,primary,3,70.0,0.037,31.22691,34.80369
אילת,primary,3,70.0,0.047,31.23029,34.80278
אילת,primary,3,70.0,0.029,31.22042,34.80461
אילת,trunk,3,70.0,0.018,31.23037,34.80276
אילת,trunk,3,70.0,0.125,31.2431,34.79424
אילת,trunk,3,70.0,0.092,31.23368,34.80154
אילת,trunk,3,70.0,0.212,31.2351,34.80075
אילת,trunk,3,70.0,0.081,31.23286,34.80175
אילת,trunk,3,70.0,0.221,31.23167,34.80225
אילת,trunk,3,,0.008,31.24115,34.79688
אילת,trunk,3,70.0,0.008,31.24103,34.79672
אילת,trunk,3,,0.08,31.24348,34.79399
אילת,trunk,3,,0.067,31.24242,34.79544
אילת,trunk,3,70.0,0.035,31.24095,34.79702
אילת,trunk,3,,0.033,31.24116,34.79662
אילת,trunk,3,70.0,0.23,31.23728,34.79859
אילת,trunk,3,70.0,0.141,31.24152,34.79655
אילת,trunk,3,70.0,0.164,31.24038,34.79714
אילת,trunk,3,70.0,0.078,31.24162,34.79615
אילת,trunk,3,,0.031,31.24302,34.79463
אילת,trunk,3,70.0,0.142,31.242,34.79568
אילת,trunk,3,,0.007,31.24283,34.79488
אילת,trunk,3,,0.053,31.24264,34.79515
אילת,trunk,3,70.0,0.009,31.2367,34.79922
אילת,trunk,3,70.0,0.033,31.2364,34.79924
אילת,trunk,3,70.0,0.151,31.23558,34.80018
אילת,trunk,3,70.0,0.27,31.23782,34.79854
אילת,trunk,3,70.0,0.04,31.23651,34.79939
אילת,trunk,3,70.0,0.034,31.23676,34.79892
אילת,trunk,3,70.0,0.009,31.23655,34.79909
אילת,trunk,3,70.0,0.035,31.23683,34.79911
אילת,trunk,3,70.0,0.179,31.24027,34.79742
אילת,trunk,3,70.0,0.016,31.23933,34.79786
אילת,trunk,3,70.0,0.015,31.23914,34.79771
אילת,trunk,3,70.0,0.238,31.23235,34.80223
אילת,trunk,3,70.0,0.018,31.23028,34.80261
אילת,trunk,3,70.0,0.052,31.2394,34.79759
אילת,trunk,3,70.0,0.034,31.24345,34.7938
אילת,trunk,3,70.0,0.044,31.23904,34.79777
אילת,trunk,3,70.0,0.06,31.23054,34.80254
אילת,trunk,3,70.0,0.048,31.23055,34.80272
אילת,trunk,3,70.0,0.029,31.23503,34.80057
אילת,trunk,3,70.0,0.144,31.23582,34.80019
אילת,trunk,3,70.0,0.184,31.23383,34.80124
אילת,trunk,3,70.0,0.007,31.23526,34.80042
אילת,trunk,3,,0.05,31.2438,34.79362
אלחדיף,trunk,2,,0.466,32.79317,35.53292
אלחדיף,trunk,2,50.0,0.229,32.7886,35.54024
אלחדיף,trunk,2,50.0,0.013,32.7918,35.53622
אלחדיף,trunk,2,,0.052,32.79172,35.53658
אלחדיף,trunk,,50.0,0.309,32.79111,35.538
אלחדיף,trunk,,50.0,0.305,32.79085,35.53839
אלחדיף,trunk,1,50.0,0.035,32.78834,35.54008
אלחדיף,trunk,,50.0,0.193,32.78864,35.54015
אלחדיף,trunk,2,50.0,0.059,32.79166,35.53646
אלחדיף,trunk,2,,0.479,32.79309,35.53394
אלחדיף,trunk,2,,0.022,32.79196,35.53616
אלחדיף,trunk,2,,0.016,32.79187,35.5361
אליהו נאוי,trunk,,,0.429,31.25715,34.82584
אליהו נאוי,trunk,,,0.383,31.2548,34.82359
אליהו נאוי,trunk,,,0.424,31.25205,34.82066
אליהו נאוי,trunk,3,,0.033,31.24476,34.80505
אליהו נאוי,trunk,3,,0.009,31.245,34.81175
אליהו נאוי,trunk,,,0.033,31.24424,34.80851
אליהו נאוי,trunk,,60.0,0.259,31.24434,34.81021
אליהו נאוי,trunk,3,60.0,0.021,31.244,34.80897
אליהו נאוי,trunk,3,,0.058,31.24447,34.80547
אליהו נאוי,trunk,,,0.014,31.24509,34.80495
אליהו נאוי,trunk,3,,0.026,31.24423,34.80641
אליהו נאוי,trunk,3,,0.189,31.24413,34.80746
אליהו נאוי,trunk,3,,0.011,31.24427,34.80615
אליהו נאוי,trunk,3,,0.039,31.24432,34.80592
אליהו נאוי,trunk,,,0.03,31.24449,34.80597
אליהו נאוי,trunk,,,0.091,31.24467,34.80542
אליהו נאוי,trunk,,,0.22,31.24433,34.80738
אליהו נאוי,trunk,3,60.0,0.017,31.24399,34.80914
אליהו נאוי,trunk,,60.0,0.04,31.2442,34.80901
אליהו נאוי,trunk,3,60.0,0.256,31.24418,34.81035
אליהו נאוי,trunk,3,,0.034,31.24401,34.80875
אליהו נאוי,trunk,3,60.0,0.014,31.24495,34.81168
אליהו נאוי,trunk,3,,0.742,31.24748,34.81566
אליהו נאוי,trunk,,,0.009,31.24514,34.81161
אליהו נאוי,trunk,3,,0.012,31.24507,34.81185
אליהו נאוי,trunk,3,,0.007,31.2492,34.81808
אליהו נאוי,trunk,,,0.494,31.24604,34.81298
אליהו נאוי,trunk,3,,0.059,31.24957,34.81844
אליהו נאוי,trunk,3,,0.162,31.25093,34.81975
אליהו נאוי,trunk,,,0.028,31.24993,34.81859
אליהו נאוי,trunk,,,0.06,31.24928,34.81791
אליהו נאוי,trunk,,,0.012,31.24985,34.81851
אליהו נאוי,trunk,,,0.025,31.24968,34.81833
אליהו נאוי,trunk,3,,0.009,31.25121,34.82002
אליהו נאוי,trunk,3,,0.389,31.25338,34.82216
אליהו נאוי,trunk,3,,0.031,31.25103,34.81983
אליהו נאוי,trunk,,,0.159,31.25052,34.81916
אליהו נאוי,trunk,,,0.045,31.25721,34.82622
אליהו נאוי,trunk,,,0.206,31.24864,34.81709
אליהו נאוי,trunk,,,0.045,31.24519,34.81168
אליהו נאוי,trunk,3,,0.029,31.2494,34.81827
אליהו נאוי,trunk,3,,0.032,31.25134,34.82014
אליהו נאוי,trunk,,,0.009,31.25123,34.81985
"אצ""ל",primary,2,,0.339,31.27148,34.77864
"אצ""ל",primary,2,70.0,0.502,31.25875,34.76072
"אצ""ל",primary,2,,0.391,31.27049,34.77587
"אצ""ל",primary,2,,0.375,31.27141,34.77894
"אצ""ל",primary,2,,0.009,31.26935,34.77307
"אצ""ל",primary,2,,0.439,31.26859,34.77148
"אצ""ל",primary,2,,0.019,31.26928,34.77289
"אצ""ל",primary,2,,0.028,31.26946,34.77337
"אצ""ל",primary,2,70.0,0.008,31.26927,34.77322
"אצ""ל",primary,2,70.0,0.404,31.27059,34.77645
"אצ""ל",primary,2,70.0,0.027,31.26916,34.77292
"אצ""ל",primary,2,70.0,0.022,31.26935,34.77343
"אצ""ל",primary,2,70.0,0.03,31.2667,34.76891
"אצ""ל",primary,4,,0.012,31.26656,34.76846
"אצ""ל",primary,2,,0.704,31.26466,34.76589
"אצ""ל",primary,2,70.0,0.465,31.26848,34.77156
"אצ""ל",primary,4,70.0,0.011,31.26653,34.76866
"אצ""ל",primary,4,70.0,0.028,31.26647,34.76856
"אצ""ל",primary,2,,0.024,31.26112,34.76283
"אצ""ל",primary,2,70.0,0.019,31.26126,34.76315
"אצ""ל",primary,2,70.0,0.741,31.26485,34.76629
"אצ""ל",primary,3,70.0,0.028,31.26104,34.76295
"אצ""ל",primary,3,70.0,0.009,31.26119,34.76309
"אצ""ל",primary,2,,0.585,31.25775,34.75955
"אצ""ל",primary,3,,0.031,31.26134,34.76303
"אצ""ל",primary,2,,0.034,31.27173,34.78108
"אצ""ל",primary,2,70.0,0.043,31.25721,34.75922
"אצ""ל",primary,4,,0.068,31.26685,34.76887
"אצ""ל",primary,3,,0.06,31.26155,34.76321
"אצ""ל",primary,3,70.0,0.036,31.26093,34.76285
"אצ""ל",primary,2,,0.213,32.81395,34.96036
"אצ""ל",primary,3,,0.016,32.81273,34.95652
"אצ""ל",primary,2,,0.02,32.81315,34.95813
"אצ""ל",primary,2,,0.016,32.81282,34.95634
"אצ""ל",primary,2,,0.11,32.81286,34.957
"אצ""ל",primary,2,,0.019,32.81325,34.95792
"אצ""ל",primary,3,,0.04,32.81311,34.95799
