lat,lon,road,risk_score,lanes_weight
31.821000428418944,34.92329554166621,3,1.8,1.5
31.610438526142964,34.74960326199633,40,1.8,1.5
32.29993264548744,34.89988285693602,4,1.8,1.5
32.787674697637186,35.19806003032284,79,1.8,1.5
31.702333995514003,34.71374925585459,3,1.8,1.5
31.276422013935097,34.73490953852222,25,1.8,1.5
31.873979607495315,34.719219443365425,4,1.8,1.5
32.54162011898508,35.43778374333994,71,1.8,1.5
31.81066302236724,34.93630781315902,44,1.8,2.5
32.512814310999694,35.11791740824488,65,1.8,1.5
31.854417,35.0040893,3,1.8,1.5
31.882384766042144,34.724747937900084,4,1.8,1.5
31.900957631061125,34.76340029277351,42,1.8,1.5
32.326531,34.8626822,57,1.8,2.0
32.7215081,35.1121331,75,1.8,1.5
30.96421710153566,35.30403477891119,90,1.8,1.5
32.06839206401847,34.90347858298609,40,1.8,1.5
32.804861280916654,35.15306421311178,79,1.8,1.5
30.913333183154688,34.77768369632475,40,1.8,1.5
31.724176677188616,34.96529158781999,38,1.8,1.5
32.78096635472301,35.438364935587146,77,1.8,1.5
31.12894904161602,34.80901919771263,40,1.8,1.5
32.59921495263283,35.167836922056836,66,1.8,1.0
32.43830784690472,34.91049922624896,4,1.8,1.5
31.3376222,34.928846,60,1.8,2.0
31.984401840585537,34.8328839620562,44,1.8,2.5
32.6406950713602,34.95851936500162,4,1.8,1.5
31.79683145502639,34.79369448037766,7,1.8,1.5
31.2294326,34.8090153,25,1.8,1.5
31.912253520296748,34.85686025460137,40,1.8,1.5
31.624377720982224,34.75972529865518,35,1.8,1.5
31.76603588570049,34.66753162396253,4,1.8,1.5
31.11745446475783,34.81382675669847,40,1.8,1.5
31.691702556301795,34.75999071966174,40,1.8,1.5
32.765842956162444,35.052788369673166,752,1.8,1.5
31.766750703221966,34.66735341367199,4,1.8,1.5
31.66082344998263,34.640626944562364,35,1.8,1.5
32.5907365,35.2921049,60,1.8,2.0
32.549021174240934,34.931626299034235,4,1.8,1.5
32.60773777052835,35.26711683839673,65,1.8,1.5
32.6098752,35.0411061,67,1.8,1.5
32.12256616089965,34.8541405289068,4,1.8,1.5
32.6102244,35.0401181,67,1.8,1.5
31.5848635,34.8379581,35,1.8,1.5
31.761982419743447,34.791683771291886,3,1.8,1.5
32.70578166702114,35.17466798808816,75,1.8,1.5
32.49797183077475,35.064337264902186,65,1.8,1.5
31.374473681557888,34.61881646874387,25,1.8,1.5
32.65708166095325,35.29228309112994,60,1.8,2.0
31.133283642659787,35.38617323675902,90,1.8,1.5
32.76467082555134,35.376711397425666,77,1.8,1.5
31.956326092888315,34.932427457959754,443,1.8,1.5
31.2925987,34.9227669,31,1.8,1.5
31.537234500188532,34.76672553033462,40,1.8,1.5
31.99920533846322,34.803402201518274,4,1.8,1.5
32.454341169096324,34.94074634177138,65,1.8,1.5
31.91302882440063,34.89070614158708,44,1.8,2.5
32.21645443499871,34.88334086158183,4,1.8,1.5
32.2158118959682,34.88355902326494,4,1.8,1.5
31.31376735313169,34.78783164893118,40,1.8,1.5
31.684019519913033,34.946971123456066,38,1.8,1.5
32.731838365110754,35.27113551715458,79,1.8,1.5
32.5506552,35.2021934,66,1.8,1.0
31.797076916571235,34.97304357793926,44,1.8,2.5
31.2916455,34.9239196,31,1.8,1.5
32.767842633999415,35.05111659739909,752,1.8,1.5
32.320613576707515,34.93117711795052,57,1.8,2.0
32.833956869675006,35.12385538004311,79,1.8,1.5
32.14058818363728,34.87288191689019,4,1.8,1.5
31.777830377914675,35.01099517258108,38,1.8,1.5
