lat,lon,road,risk_score,lanes_weight,nearby_alerts_15km,alert_rank
32.851765451617695,35.480685119013465,807,2.5,1.0,3229,333
32.68048437079212,35.26942005942925,75,1.8,1.5,3193,334
32.683637490149714,35.27557472859578,75,1.8,1.5,3193,335
32.7116404,35.3068315,754,2.0,1.5,3168,336
32.63672,35.0642675,672,2.0,1.5,3150,337
32.6360757,35.0658454,672,2.0,1.5,3150,338
32.904196,35.6337948,888,4.0,1.0,3093,339
32.8374614,35.5105455,90,4.0,1.5,2920,340
33.0248833,35.6728782,91,4.0,1.5,2914,341
32.6613724,35.2390928,73,1.8,1.5,2847,342
31.5352332,34.6138396,232,4.0,1.0,2638,343
32.88681225742244,35.58081878732756,87,4.0,1.0,2428,344
31.5166416,34.5985756,232,4.0,1.0,2329,345
31.5278914,34.6121482,334,2.0,1.0,2329,346
32.5173003,34.9924648,654,2.0,1.0,2289,347
31.5930005,34.9615292,35,1.8,1.5,2093,348
31.4913796,34.5518516,232,4.0,1.0,2015,349
31.50809856344461,34.586744396198206,34,4.0,1.5,2015,350
31.5049002,34.5642247,232,4.0,1.0,2015,351
31.5846626,34.8365962,35,1.8,1.5,2013,352
31.559240322914764,34.80244102060744,6,1.5,1.5,2013,353
31.5848635,34.8379581,35,1.8,1.5,2013,354
31.4771954,34.930641,358,2.0,1.0,1969,355
31.5361232,34.9185525,358,2.0,1.0,1969,356
31.5383541,34.9057094,358,2.0,1.0,1969,357
31.5388594,34.907025,358,2.0,1.0,1969,358
31.4791883,34.9530539,354,2.0,1.0,1969,359
31.5361029,34.9201667,358,2.0,1.0,1969,360
31.4164163,34.9357382,354,2.0,1.0,1969,361
32.6610422,35.2596155,73,1.8,1.5,1926,362
31.37830599585544,34.821092040794596,6,1.5,1.5,1854,363
31.31769096250134,34.891463357154294,6,1.5,1.5,1853,364
31.297868813801255,34.88736027254996,60,1.8,2.0,1853,365
31.3712951,34.7830747,310,2.0,1.5,1529,366
31.338370509352035,34.78876176577608,40,1.8,1.5,1529,367
31.3740879,34.8046907,310,2.0,1.5,1529,368
