alert_rank,aadt_rank,lat,lon,road,risk_score,lanes_weight,aadt_vehicles_per_day,nearby_alerts_15km
405,366,32.5442755,34.9669331,654,2.0,1.0,8000,846
406,399,32.5543055,34.9570855,652,2.0,1.5,8000,846
407,10,32.544954169476725,34.91657069071304,2,1.5,2.0,75000,846
408,69,32.549021174240934,34.931626299034235,4,1.8,1.5,40000,846
409,99,32.7598012,35.4114261,65,2.5,1.5,24000,821
410,102,32.7608424,35.4113148,65,2.5,1.5,24000,821
411,437,31.4161088,34.6084891,293,4.0,1.5,8000,727
412,261,31.2011988,35.3599487,90,1.8,1.5,9000,697
413,386,32.5286447,35.3721164,667,2.0,1.0,8000,692
414,449,32.54162011898508,35.43778374333994,71,1.8,1.5,8000,692
415,466,32.5864007,35.4354138,717,2.5,1.0,8000,692
416,540,32.55678761226932,35.37694012842403,71,1.8,1.5,8000,692
417,396,31.4231289,34.7867766,325,2.0,1.0,8000,670
418,196,32.65708166095325,35.29228309112994,60,1.8,2.0,16000,657
419,480,32.6098752,35.0411061,67,1.8,1.5,8000,630
420,482,32.6102244,35.0401181,67,1.8,1.5,8000,630
421,264,32.8008556,35.5319811,90,2.5,1.5,9000,475
422,355,32.7860827,35.4949869,768,2.5,1.5,8000,475
423,171,32.787343092277055,35.506729299851926,77,1.8,1.5,19000,475
424,174,32.78096635472301,35.438364935587146,77,1.8,1.5,19000,475
425,539,32.7722263,35.5055496,768,2.5,1.5,8000,475
426,506,31.435491805197728,34.678240143674586,293,4.0,1.5,8000,364
427,565,31.385603658904156,34.61437523234461,25,1.8,1.5,7000,363
428,569,31.374473681557888,34.61881646874387,25,1.8,1.5,7000,363
429,119,32.49797183077475,35.064337264902186,65,1.8,1.5,24000,362
430,97,32.7023605,35.4120296,65,2.5,1.5,24000,346
431,98,32.6885247,35.4195446,65,2.5,1.5,24000,346
432,353,32.7036002,35.5063129,767,2.5,1.0,8000,346
433,382,32.6029064,35.2789257,671,2.0,1.5,8000,346
434,391,32.6487325,35.3735597,716,2.5,1.0,8000,346
435,103,32.6512247,35.3742555,65,1.8,1.5,24000,346
436,109,32.6784593,35.4121414,65,2.5,1.5,24000,346
437,421,32.6064533,35.3029476,71,1.8,1.5,8000,346
438,472,32.6989948,35.430739,767,2.5,1.0,8000,346
439,195,32.5907365,35.2921049,60,1.8,2.0,16000,346
440,118,32.60773777052835,35.26711683839673,65,1.8,1.5,24000,346
441,511,32.557958945458175,35.319007052128164,675,2.0,1.5,8000,346
442,126,32.638283841039915,35.333800002834494,65,1.8,1.5,24000,346
443,342,31.4422211,34.7659992,293,2.0,1.5,8000,345
444,351,31.4420532,34.7635144,264,2.0,1.5,8000,345
445,132,31.4020677,34.7887922,40,1.8,1.5,22000,345
446,419,31.4420083,34.7636335,264,2.0,1.5,8000,345
447,422,31.4427684,34.7337677,334,2.0,1.0,8000,345
448,194,31.3376222,34.928846,60,1.8,2.0,16000,345
449,39,31.454611180283464,34.770150508760395,6,1.5,1.5,48000,345
450,41,31.44884110729238,34.77078193442523,6,1.5,1.5,48000,345
451,128,30.621936,34.8036424,40,2.0,1.5,22000,344
452,130,30.6237269,34.8039153,40,2.0,1.5,22000,344
453,131,30.6128734,34.8036623,40,2.0,1.5,22000,344
454,150,30.71894059955423,34.77792119700127,40,2.0,1.5,22000,344
455,152,30.585461821855386,34.89128042142932,40,2.0,1.5,22000,344
456,474,31.1466376,35.2202454,258,2.0,1.0,8000,339
457,579,31.1729599,35.311241,31,1.8,1.5,6500,339
458,148,31.11745446475783,34.81382675669847,40,1.8,1.5,22000,324
459,35,32.59754534503219,35.044429150649215,6,1.5,1.5,48000,317
460,461,32.59921495263283,35.167836922056836,66,1.8,1.0,8000,313
461,256,29.5602231,34.9579612,90,2.0,1.5,9000,0
462,257,32.7834105,35.5431339,90,2.5,1.5,9000,0
463,258,30.4476101,35.1542771,90,2.0,1.5,9000,0
464,259,32.7366195,35.5686553,90,2.5,1.5,9000,0
465,260,29.546927,34.9514673,90,2.0,1.5,9000,0
466,262,32.7669399,35.5506863,90,2.5,1.5,9000,0
467,263,32.7029973,35.5867464,90,2.5,1.5,9000,0
468,265,29.5086059,34.9212488,90,2.0,1.5,9000,0
469,266,30.7469017,35.2281927,90,2.0,1.5,9000,0
470,267,30.5324523,35.1834213,90,2.0,1.5,9000,0
471,127,30.2797061,35.0019826,40,2.0,1.5,22000,0
472,129,30.9885058,34.7653203,40,1.8,1.5,22000,0
473,94,31.1516406,35.5305192,65,2.5,1.5,24000,0
474,95,31.2862775,35.5325532,65,2.5,1.5,24000,0
475,96,30.8991678,35.4300919,65,2.0,1.5,24000,0
476,100,31.0892598,35.5160608,65,2.5,1.5,24000,0
477,101,29.7762885,35.0577781,65,2.0,1.5,24000,0
478,319,32.5876584,34.9305087,67,1.8,1.5,8000,0
479,192,32.5140128,35.3111461,60,1.8,2.0,16000,0
480,320,29.5476525,34.9424933,12,2.0,1.5,8000,0
481,322,32.729458,35.6551484,98,2.5,1.0,8000,0
482,324,32.7822561,35.6408127,92,2.5,1.0,8000,0
483,576,31.1414551,35.3599218,31,1.8,1.5,6500,0
484,326,30.984236,34.9374605,225,2.0,1.5,8000,0
485,327,31.0428966,35.2003634,258,2.0,1.0,8000,0
486,328,31.0104897,34.7799954,222,2.0,1.5,8000,0
487,329,30.8140675,35.24859,227,2.0,1.0,8000,0
488,330,30.8811699,34.4019028,211,4.0,1.5,8000,0
489,331,30.9935368,34.9168297,224,2.0,1.0,8000,0
490,339,31.3214378,34.6158896,241,4.0,1.5,8000,0
491,340,31.3163123,34.5942241,241,4.0,1.5,8000,0
492,354,32.742152,35.5406357,768,2.5,1.5,8000,0
493,359,32.5723367,34.9604533,652,2.0,1.5,8000,0
494,392,29.554067,34.92701,12,2.0,1.5,8000,0
495,395,30.8917898,34.4229636,211,4.0,1.5,8000,0
496,133,29.9899809,35.0764847,40,2.0,1.5,22000,0
497,269,30.142486,35.1336903,90,2.0,1.5,9000,0
498,398,30.9144525,35.0175839,206,2.0,1.0,8000,0
499,271,30.109186633536908,35.14451140908055,90,2.0,1.5,9000,0
500,104,30.3427029,35.238117,65,2.0,1.5,24000,0
501,400,31.067061,35.0058221,204,2.0,1.5,8000,0
502,272,30.86243649684942,35.263034320241104,90,1.8,1.5,9000,0
503,134,31.025289683628895,34.79538045213436,40,1.8,1.5,22000,0
504,135,30.3275697680498,34.954401313249235,40,2.0,1.5,22000,0
505,407,29.846143428153304,34.838904445459825,12,2.0,1.5,8000,0
506,274,29.860936580367387,35.03428571784016,90,2.0,1.5,9000,0
507,275,30.4107778,35.1523349,90,2.0,1.5,9000,0
508,276,30.6231587,35.1970828,90,2.0,1.5,9000,0
509,277,29.84322775344731,35.0276582876051,90,2.0,1.5,9000,0
510,105,30.632404071726963,35.282740087906866,65,2.0,1.5,24000,0
511,416,30.9632972,35.0493427,227,2.0,1.0,8000,0
512,417,31.1867023,34.5534609,222,2.0,1.5,8000,0
513,563,31.034192071772722,35.2320493663156,25,1.8,1.5,7000,0
514,108,30.9418466,35.4546048,65,2.5,1.5,24000,0
515,137,30.82021663654047,34.75359102815644,40,2.0,1.5,22000,0
516,564,31.068289,35.0066052,25,1.8,1.5,7000,0
517,278,30.8602325,35.2626065,90,2.0,1.5,9000,0
518,139,30.160367908390523,35.017845357519946,40,2.0,1.5,22000,0
519,110,32.550223592728685,35.163497471606,65,1.8,1.5,24000,0
520,426,32.8209186,35.6824261,789,2.5,1.5,8000,0
521,140,30.510106877524088,34.94049845333824,40,2.0,1.5,22000,0
522,427,30.957220620694518,34.61477075413093,211,4.0,1.5,8000,0
523,280,31.047427782391384,35.37777315492016,90,1.8,1.5,9000,0
524,430,29.991006315506095,34.93850655123118,12,2.0,1.5,8000,0
525,432,29.68388099347806,34.86272769913887,12,2.0,1.5,8000,0
526,433,32.5738469,35.249339,675,2.0,1.5,8000,0
527,438,30.938366602065376,34.871504389250745,204,2.0,1.5,8000,0
528,442,30.9460466,35.0392117,225,2.0,1.5,8000,0
529,282,30.265252001843596,35.13613752463224,90,2.0,1.5,9000,0
530,284,30.002021851920848,35.08569633326174,90,2.0,1.5,9000,0
531,285,29.708686177928165,34.99795177605668,90,2.0,1.5,9000,0
532,286,29.97909111547766,35.069030579060104,90,2.0,1.5,9000,0
533,287,30.515681421122455,35.1811640850645,90,2.0,1.5,9000,0
534,288,29.69914151464628,34.99472173030506,90,2.0,1.5,9000,0
535,111,30.772303057095492,35.35038802097892,65,2.0,1.5,24000,0
536,112,30.48408145082242,35.28928091344314,65,2.0,1.5,24000,0
537,113,32.512814310999694,35.11791740824488,65,1.8,1.5,24000,0
538,457,30.898765780385116,35.1316934981915,227,2.0,1.0,8000,0
539,458,31.096541829250846,34.66912674091513,222,2.0,1.5,8000,0
540,291,30.96421710153566,35.30403477891119,90,1.8,1.5,9000,0
541,144,30.913333183154688,34.77768369632475,40,1.8,1.5,22000,0
542,292,30.6423837,35.2070128,90,2.0,1.5,9000,0
543,116,31.05326264283449,35.47566625975872,65,2.5,1.5,24000,0
544,146,30.048750786943266,35.014245345777475,40,2.0,1.5,22000,0
545,467,30.279350061304307,35.05158822378362,13,2.0,1.5,8000,0
546,471,30.9869283,34.9314877,225,2.0,1.5,8000,0
547,294,30.76447448313039,35.23383933626514,90,2.0,1.5,9000,0
548,476,31.013997594266343,35.080091426027465,206,2.0,1.0,8000,0
549,477,32.5563695,35.0787501,672,2.0,1.5,8000,0
550,117,29.6740759,35.0298542,65,2.0,1.5,24000,0
551,478,31.06099604742642,34.852700279498265,224,2.0,1.0,8000,0
552,151,30.42086718828618,34.942554757015664,40,2.0,1.5,22000,0
553,296,31.133283642659787,35.38617323675902,90,1.8,1.5,9000,0
554,488,30.913703282688395,34.52660874843474,211,4.0,1.5,8000,0
555,489,30.96207591814279,34.71125008064797,211,4.0,1.5,8000,0
556,491,32.77182924554602,35.640502857124176,92,2.5,1.0,8000,0
557,499,29.921327872163786,34.886724157888544,12,2.0,1.5,8000,0
558,501,29.767470999348706,34.8656393866876,12,2.0,1.5,8000,0
559,504,29.606634665126016,34.8730654418464,12,2.0,1.5,8000,0
560,121,31.1982131,35.5287257,65,2.5,1.5,24000,0
561,297,30.18492183335422,35.13480428959248,90,2.0,1.5,9000,0
562,299,30.338218523807505,35.16148497977118,90,2.0,1.5,9000,0
563,513,30.958964882573447,34.985384784049835,225,2.0,1.5,8000,0
564,15,32.6064522698517,34.9270730095337,2,1.5,2.0,75000,0
565,301,29.783126985572505,35.018498097482095,90,2.0,1.5,9000,0
566,302,29.63342629626606,34.98857946574959,90,2.0,1.5,9000,0
567,303,29.93160454080028,35.06137899171489,90,2.0,1.5,9000,0
568,304,30.071963659931498,35.128977360402,90,2.0,1.5,9000,0
569,518,32.5506552,35.2021934,66,1.8,1.0,8000,0
570,306,30.58724795763475,35.19104387894819,90,2.0,1.5,9000,0
571,307,29.768963886949173,35.015191308815716,90,2.0,1.5,9000,0
572,308,29.628020317668767,34.987833201617406,90,2.0,1.5,9000,0
573,309,29.908430255926174,35.06394611767127,90,2.0,1.5,9000,0
574,310,30.04598756442817,35.10698794702316,90,2.0,1.5,9000,0
575,311,30.44851989040174,35.15524127587597,90,2.0,1.5,9000,0
576,122,30.70824570487492,35.303539338683244,65,2.0,1.5,24000,0
577,123,30.410366306752174,35.278898262309156,65,2.0,1.5,24000,0
578,124,30.840461873060697,35.39358586872627,65,2.0,1.5,24000,0
579,125,30.5576821574568,35.26318788354695,65,2.0,1.5,24000,0
580,543,31.01279126779241,34.95834880168009,204,2.0,1.5,8000,0
581,157,30.229904611170276,35.01771578536191,40,2.0,1.5,22000,0
582,572,31.03831453987053,35.15063926464105,25,1.8,1.5,7000,0
583,43,32.538594068464114,35.02841272041923,6,1.5,1.5,48000,0
584,81,32.5961488,34.9494971,4,1.8,1.5,40000,0
585,553,32.7364401,35.5402596,768,2.5,1.5,8000,0
586,554,32.7689197,35.692891,98,2.5,1.0,8000,0
